#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         IonIon              ElecElec            KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3735996029e+04    5.6339865122e+08   -3.7693406593e+04    1.3957410564e+04   -2.4085721717e+04   -2.9789705945e+03   -1.5315087603e+04    4.6863733219e+03    2.7734323111e-02    3.6699460000e+06    3.0505642677e+02    9.9879525264e-01
         1   -2.3739268623e+04    5.6355399904e+08   -3.7790053460e+04    1.4050784837e+04   -2.4197213474e+04   -2.9898928004e+03   -1.5315087603e+04    4.7121404177e+03    2.7734323111e-02    3.6704810000e+06    3.0255640730e+02    9.9881764419e-01
