#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         IonIon              ElecElec            KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3736243718e+04    5.6341041509e+08   -3.7682426780e+04    1.3946183063e+04   -2.4095776996e+04   -2.9586499673e+03   -1.5315087603e+04    4.6870877867e+03    2.7734323111e-02    1.8000000000e+03    2.7937509005e+02    9.9877584656e-01
         1   -2.3738483189e+04    5.6351674753e+08   -3.7799179506e+04    1.4060696317e+04   -2.4218943110e+04   -2.9816588465e+03   -1.5315087603e+04    4.7165100535e+03    2.7734323111e-02    1.7880000000e+03    2.7569545684e+02    9.9879056423e-01
