#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         IonIon              ElecElec            KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3736333396e+04    5.6341466225e+08   -3.7686777887e+04    1.3950444490e+04   -2.4083400792e+04   -2.9752283531e+03   -1.5315087603e+04    4.6869388625e+03    2.7734323111e-02    5.7321000000e+04    2.9216134285e+02    9.9880035166e-01
         1   -2.3739356901e+04    5.6355819730e+08   -3.7786470556e+04    1.4047113655e+04   -2.4196719540e+04   -2.9881064042e+03   -1.5315087603e+04    4.7134429921e+03    2.7734323111e-02    5.7380000000e+04    2.9190448307e+02    9.9881839885e-01
