#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         IonIon              ElecElec            KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3736039045e+04    5.6340069353e+08   -3.7693700013e+04    1.3957660968e+04   -2.4086013948e+04   -2.9790305977e+03   -1.5315087603e+04    4.6864321361e+03    2.7734323111e-02    4.0321580000e+06    3.0699458412e+02    9.9879475160e-01
         1   -2.3739273987e+04    5.6355425804e+08   -3.7790244319e+04    1.4050970332e+04   -2.4197946298e+04   -2.9896044555e+03   -1.5315087603e+04    4.7123940382e+03    2.7734323111e-02    4.0322480000e+06    3.0417179017e+02    9.9881775495e-01
