#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         IonIon              ElecElec            KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3735532252e+04    5.6337664221e+08   -3.7591687075e+04    1.3856154823e+04   -2.4034356736e+04   -2.9115204865e+03   -1.5315087603e+04    4.6692777504e+03    2.7734323111e-02    8.9400000000e+02    2.7728188616e+02    9.9881359459e-01
         1   -2.3739420453e+04    5.6356111253e+08   -3.7688913820e+04    1.3949493367e+04   -2.4145467676e+04   -2.9246999441e+03   -1.5315087603e+04    4.6963414031e+03    2.7734323111e-02    8.9300000000e+02    2.6190292976e+02    9.9878966542e-01
