#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         IonIon              ElecElec            KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3733414024e+04    5.6327602481e+08   -3.7677213056e+04    1.3943799032e+04   -2.4058132180e+04   -2.9945044325e+03   -1.5315087603e+04    4.6905111604e+03    2.7734323111e-02    2.2400000000e+02    2.5413604670e+02    9.9883075252e-01
         1   -2.3739311330e+04    5.6355593829e+08   -3.7699609541e+04    1.3960298212e+04   -2.4196905421e+04   -2.9223094193e+03   -1.5315087603e+04    4.7346929027e+03    2.7734323111e-02    2.2300000000e+02    2.5494769107e+02    9.9884693287e-01
