#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         IonIon              ElecElec            KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -2.3738613995e+04    5.6352313504e+08   -3.7680620415e+04    1.3942006420e+04   -2.4094737302e+04   -2.9748344098e+03   -1.5315087603e+04    4.7040388997e+03    2.7734323111e-02    4.4600000000e+02    2.5930859657e+02    9.9870775661e-01
         1   -2.3751436588e+04    5.6413206466e+08   -3.7900875534e+04    1.4149438946e+04   -2.4277723314e+04   -3.0696940897e+03   -1.5315087603e+04    4.7616294723e+03    2.7734323111e-02    4.4600000000e+02    2.6279850552e+02    9.9879375176e-01
